-2.099399603711356406e+02,-2.759903466044292486e+01,-2.639339544469367524e+02,-9.316752881232631580e+02,-6.421298446023337192e+02,-6.365601393617004078e+02,-2.218518703012673043e+01,-1.086706810180666949e+00,-3.203666086872506753e+02,-9.026697226019429081e+02
-2.561698256382926786e+01,-1.332851242392498037e+01,-1.903231400357265670e+02,-3.276724207980692540e+02,-2.959003220633974820e+02,-2.409683516433729835e+02,-2.040274395874089564e+01,4.424554390119615377e+00,-1.910187950117600906e+02,-3.226822935210469723e+02
-1.109830328456460791e+02,-2.868727056743988157e+01,-2.395186442639265181e+02,-6.563562396953094549e+02,-5.091423947968211223e+02,-4.607069671082828108e+02,-2.831430736154117866e+01,1.134985326103935543e+00,-2.949700530572517891e+02,-6.989873861441707277e+02
-2.558110119000847078e+02,-3.929637445328616963e+01,-4.710021533704524472e+02,-1.213154564772911726e+03,-1.016850122197110522e+03,-9.696476474524926061e+02,-6.189220243527246623e+01,2.624659816272348678e+00,-5.575944050530365530e+02,-1.336559098194683429e+03
-2.532104064328755726e+02,-3.983621945552179255e+01,-4.977002959404395028e+02,-1.226334921809525213e+03,-1.038645188309688592e+03,-9.659055637827614191e+02,-5.721022690877839523e+01,-3.935303843396713575e-01,-5.880245802788666651e+02,-1.351234025093551281e+03
-2.456189803516143115e+02,-3.893977886502644736e+01,-4.635186311827644658e+02,-1.133096092105871321e+03,-9.579711252228903504e+02,-8.749985795560695578e+02,-4.274983235373029800e+01,2.536876083017707284e-01,-5.676533611805914461e+02,-1.268535362669863161e+03
-8.639042281437762938e+01,-2.396931340431988389e+01,-2.894480185320504120e+02,-6.330459567386295703e+02,-5.203452711371627402e+02,-4.938017363123317409e+02,-2.364085365849011922e+01,4.379010998431547286e+00,-3.416597246460656834e+02,-6.630028541317949475e+02
-2.170822359261343024e+02,-3.660129483840548659e+01,-2.456506322814622081e+02,-8.722258316375739469e+02,-7.895711195794938249e+02,-6.047825052893116435e+02,-4.635394015491514352e+01,2.416382490712431608e+00,-5.154065662992893522e+02,-1.085119620294415427e+03
-2.257020553504908094e+02,-3.718313704033314337e+01,-4.547997285282736470e+02,-1.183957120642023710e+03,-9.716091792958937958e+02,-9.909636342103502784e+02,-6.336412049984681971e+01,-4.465338908611249380e-02,-5.647328966423887096e+02,-1.283239108265590403e+03
-7.746633130967065028e+01,-1.363629252454412644e+01,-5.720197646686924742e+01,-4.297102608644680686e+02,-2.287293149432496193e+02,-3.380981423755083028e+02,-3.345439578639223299e+01,3.313138787703265864e-01,-2.141202912462873371e+02,-4.460747444053890831e+02
-2.808740946519869386e+00,-2.629813128027208347e+00,-7.475918206664805332e+00,-3.502968906905664426e+01,-2.703777952205686574e+01,-2.460806340180528196e+01,-4.316516973111555799e+00,2.761699649457533212e+00,-2.667954544303736597e+01,-3.690517523573962677e+01
-2.365936881067631816e+02,-3.623020287729065103e+01,-4.688810919510123654e+02,-1.147503321222751765e+03,-9.481157096277332812e+02,-9.306865842544333418e+02,-5.733380121786254335e+01,-3.485366554692790886e-01,-5.764203077539575588e+02,-1.273656163966653139e+03
-1.826557282512621896e+02,-2.507578837834294205e+01,-3.540524933277989135e+02,-1.004603173323943679e+03,-7.928286592414057168e+02,-7.369877401718752026e+02,-4.805003538376189454e+01,4.230237404098948772e+00,-3.842845771871832881e+02,-9.808788461332958377e+02
-1.803633371406667436e+02,-2.015750759673613501e+01,-3.636642956777890276e+02,-6.670352142361753067e+02,-4.982849703870006124e+02,-4.094624785654283414e+02,-9.849520189430668538e+00,-7.549792670329282807e-01,-3.478992673096287263e+02,-7.175156740533960829e+02
-2.290059226118281686e+02,-3.093879384707840785e+01,-4.849732081132938220e+02,-1.035012414718077025e+03,-8.818257747412982326e+02,-7.876035136445879061e+02,-4.140009728730500171e+01,3.794628352512712688e+00,-4.541497569558679288e+02,-1.128672020732686406e+03
-5.560740140704714918e+01,-1.581486601705355355e+01,-2.879092156412248187e+02,-6.129915449327340866e+02,-4.312919700779416985e+02,-6.002957128505248647e+02,-4.135889640449622107e+01,-1.108983125932512248e-01,-2.265399029150892147e+02,-5.472810106090449835e+02
